27,19,1
21,19,1
18,14,2
29,17,1
24,18,1
16,14,1
24,18,1
31,24,1
27,21,3
25,21,1
33,23,4
31,25,5
27,18,4
16,14,1
30,26,4
34,27,1
33,27,4
31,24,1
30,25,1
30,22,1
28,21,1
30,25,5
30,22,1
25,21,1
23,15,1
27,17,5
34,26,1
35,27,1
35,28,1
19,17,1
24,20,5
24,21,1
