27,19,0
21,19,1
18,14,7
29,17,6
24,18,4
16,14,6
24,18,4
31,24,1
27,21,4
25,21,1
33,23,2
31,25,2
27,18,0
16,14,6
30,26,1
34,27,0
33,27,0
31,24,1
30,25,1
30,22,1
28,21,1
30,25,2
30,22,0
25,21,1
23,15,5
27,17,3
34,26,0
35,27,2
35,28,1
19,17,7
24,20,3
24,21,0
