27,19,1
21,19,1
18,14,2
29,17,1
24,18,1
16,14,2
24,18,1
31,24,1
27,21,0
25,21,1
27,18,0
16,14,1
30,26,1
34,27,1
33,27,0
31,24,1
30,25,1
30,22,1
28,21,0
30,22,1
25,21,1
34,26,1
35,28,1
19,17,2
24,21,1
